# Format:
# 	PVR,Version,JSON/file/pathname,Type
#
# where
# 	PVR	Processor version
# 	Version could be used to track version of of JSON file
# 		but currently unused.
# 	JSON/file/pathname is the path to JSON file, relative
# 		to tools/perf/pmu-events/arch/powerpc/.
# 	Type is core, uncore etc
#
# Multiple PVRs could map to a single JSON file.
#

POWER_004b,1,power8,core
POWER_004c,1,power8,core
POWER_004d,1,power8,core
POWER_004e,1,power9,core
